Township,Date,Temp-Min,Temp-Max
T066R14W5,2019-01-26,-0.98,4.06
T066R14W5,2019-01-27,-8.85,3.57
T066R14W5,2019-01-28,-12.13,-8.72
T066R14W5,2019-01-29,-13.90,-4.35
T066R14W5,2019-01-30,-5.82,-2.70
T066R14W5,2019-01-31,-22.67,-2.49
T066R14W5,2019-02-01,-25.94,-22.73
T066R14W5,2019-02-02,-35.41,-26.08
T066R14W5,2019-02-03,-35.57,-29.93
T066R14W5,2019-02-04,-32.25,-26.30
T066R14W5,2019-02-05,-31.23,-23.21
T066R14W5,2019-02-06,-25.64,-16.18
T066R14W5,2019-02-07,-25.98,-14.75
T066R14W5,2019-02-08,-31.34,-25.44
T066R14W5,2019-02-09,-31.10,-23.16
T066R14W5,2019-02-10,-28.85,-21.97
T066R14W5,2019-02-11,-28.84,-22.78
T066R14W5,2019-02-12,-27.74,-14.81
T066R14W5,2019-02-13,-24.86,-15.06
T066R14W5,2019-02-14,-16.92,-9.94
T066R14W5,2019-02-15,-20.61,-15.11
T066R14W5,2019-02-16,-22.48,-18.68
T066R14W5,2019-02-17,-25.31,-20.60
T066R14W5,2019-02-18,-22.91,-9.33
T066R14W5,2019-02-19,-11.57,-7.90
T066R14W5,2019-02-20,-19.51,-8.33
T066R14W5,2019-02-21,-19.31,-9.47
T066R14W5,2019-02-22,-18.65,-7.91
T066R14W5,2019-02-23,-25.21,-19.42
T066R14W5,2019-02-24,-26.83,-13.11
T066R14W5,2019-02-25,-24.30,-14.74
T066R14W5,2019-02-26,-20.44,-11.98
T066R14W5,2019-02-27,-13.51,-7.70
T066R14W5,2019-02-28,-22.90,-10.70
T066R14W5,2019-03-01,-31.29,-23.38
T066R14W5,2019-03-02,-28.47,-21.35
T066R14W5,2019-03-03,-25.01,-15.20
T066R14W5,2019-03-04,-18.70,-10.07
T066R14W5,2019-03-05,-18.46,-12.19
T066R14W5,2019-03-06,-19.63,-12.14
T066R14W5,2019-03-07,-21.87,-13.12
T066R14W5,2019-03-08,-16.98,-8.20
T066R14W5,2019-03-09,-12.32,-3.41
T066R14W5,2019-03-10,-8.06,1.77
T066R14W5,2019-03-11,-3.03,4.10
T066R14W5,2019-03-12,-6.09,-1.22
T066R14W5,2019-03-13,-7.57,-1.92
T066R14W5,2019-03-14,-6.50,2.38
T066R14W5,2019-03-15,-6.04,0.01
T066R14W5,2019-03-16,-5.89,3.31
T066R14W5,2019-03-17,-0.97,5.73
T066R14W5,2019-03-18,0.55,10.12
T066R14W5,2019-03-19,4.99,13.57
T066R14W5,2019-03-20,8.29,14.48
T066R14W5,2019-03-21,4.38,12.47
T066R14W5,2019-03-22,7.21,13.86
T066R14W5,2019-03-23,-0.10,7.22
T066R14W5,2019-03-24,-2.93,3.80
T066R14W5,2019-03-25,-3.09,5.75
T066R14W5,2019-03-26,-0.87,2.51
T066R14W5,2019-03-27,-4.46,0.22
T066R14W5,2019-03-28,-3.18,3.91
T066R14W5,2019-03-29,-0.91,7.56
T066R14W5,2019-03-30,-1.28,5.13
T066R14W5,2019-03-31,-5.17,0.70
T066R14W5,2019-04-01,-3.93,1.29
T066R14W5,2019-04-02,-6.48,1.54
T066R14W5,2019-04-03,-7.83,6.17
T066R14W5,2019-04-04,-7.81,-1.50
T066R14W5,2019-04-05,-4.85,-1.17
T066R14W5,2019-04-06,-2.75,1.46
T066R14W5,2019-04-07,-0.81,5.73
T066R14W5,2019-04-08,-1.08,7.63
T066R14W5,2019-04-09,0.09,6.23
T066R14W5,2019-04-10,0.14,5.94
T066R14W5,2019-04-11,-2.65,1.31
T066R14W5,2019-04-12,-3.36,5.24
T066R14W5,2019-04-13,0.14,5.16
T066R14W5,2019-04-14,-2.62,2.32
T066R14W5,2019-04-15,-3.23,0.60
T066R14W5,2019-04-16,-3.74,5.10
T066R14W5,2019-04-17,-0.14,4.81
T066R14W5,2019-04-18,-0.20,9.80
T066R14W5,2019-04-19,-0.96,5.90
T066R14W5,2019-04-20,-4.29,2.04
T066R14W5,2019-04-21,-1.49,9.29
T066R14W5,2019-04-22,3.40,8.84
T066R14W5,2019-04-23,0.31,7.68
T066R14W5,2019-04-24,-3.01,0.38
T066R14W5,2019-04-25,-5.57,2.81
T066R14W5,2019-04-26,-2.97,3.81
T066R14W5,2019-04-27,-5.08,0.20
T066R14W5,2019-04-28,-6.10,-0.54
T066R14W5,2019-04-29,-4.90,1.95
T066R14W5,2019-04-30,-9.68,-4.63
T066R14W5,2019-05-01,-8.32,-3.92
T066R14W5,2019-05-02,-7.16,1.52
T066R14W5,2019-05-03,-8.45,-2.13
T066R14W5,2019-05-04,-9.16,-1.22
T066R14W5,2019-05-05,-6.56,2.51
T066R14W5,2019-05-06,-2.47,5.63
T066R14W5,2019-05-07,-0.41,6.63
T066R14W5,2019-05-08,3.44,12.37
T066R14W5,2019-05-09,6.85,14.66
T066R14W5,2019-05-10,4.77,11.82
T066R14W5,2019-05-11,5.58,19.38
T066R14W5,2019-05-12,6.63,12.62
T066R14W5,2019-05-13,3.12,8.77
T066R14W5,2019-05-14,1.88,9.51
T066R14W5,2019-05-15,0.16,3.03
T066R14W5,2019-05-16,-1.18,6.26
T066R14W5,2019-05-17,1.24,8.79
T066R14W5,2019-05-18,2.31,8.69
T066R14W5,2019-05-19,1.13,11.02
T066R14W5,2019-05-20,2.63,12.45
T066R14W5,2019-05-21,2.30,12.61
T066R14W5,2019-05-22,8.18,14.06
T066R14W5,2019-05-23,6.34,11.99
T066R14W5,2019-05-24,6.08,12.40
T066R14W5,2019-05-25,7.20,13.60
T066R14W5,2019-05-26,6.11,17.23
T066R14W5,2019-05-27,10.48,20.64
T066R14W5,2019-05-28,13.13,24.27
T066R14W5,2019-05-29,14.70,22.60
T066R14W5,2019-05-30,7.71,16.83
T066R14W5,2019-05-31,5.92,17.04
T066R14W5,2019-06-01,10.51,21.31
T066R14W5,2019-06-02,6.56,16.23
T066R14W5,2019-06-03,2.33,10.79
T066R14W5,2019-06-04,3.37,11.52
T066R14W5,2019-06-05,3.50,12.28
T066R14W5,2019-06-06,1.69,6.82
T066R14W5,2019-06-07,0.57,5.79
T066R14W5,2019-06-08,0.16,6.04
T066R14W5,2019-06-09,1.49,9.26
T066R14W5,2019-06-10,6.50,11.50
T066R14W5,2019-06-11,6.08,14.27
T066R14W5,2019-06-12,10.99,21.01
T066R14W5,2019-06-13,10.37,16.72
T066R14W5,2019-06-14,8.12,14.18
T066R14W5,2019-06-15,7.35,15.03
T066R14W5,2019-06-16,10.83,20.62
T066R14W5,2019-06-17,11.40,22.90
T066R14W5,2019-06-18,8.23,14.97
T066R14W5,2019-06-19,1.24,8.81
T066R14W5,2019-06-20,4.18,6.78
T066R14W5,2019-06-21,5.49,6.80
T066R14W5,2019-06-22,5.55,15.00
T066R14W5,2019-06-23,6.81,12.84
T066R14W5,2019-06-24,6.55,7.88
T066R14W5,2019-06-25,6.94,14.03
T066R14W5,2019-06-26,7.99,14.22
T066R14W5,2019-06-27,9.05,14.27
T066R14W5,2019-06-28,6.26,11.89
T066R14W5,2019-06-29,5.36,9.59
T066R14W5,2019-06-30,6.79,17.26
T066R14W5,2019-07-01,1.12,13.51
T066R14W5,2019-07-02,4.00,9.72
T066R14W5,2019-07-03,5.43,12.07
T066R14W5,2019-07-04,6.14,13.94
T066R14W5,2019-07-05,5.99,12.59
T066R14W5,2019-07-06,7.48,11.59
T066R14W5,2019-07-07,8.79,12.78
T066R14W5,2019-07-08,5.38,12.46
T066R14W5,2019-07-09,2.58,9.36
T066R14W5,2019-07-10,6.96,10.26
T066R14W5,2019-07-11,7.89,16.60
T066R14W5,2019-07-12,9.90,19.77
T066R14W5,2019-07-13,11.21,19.10
T066R14W5,2019-07-14,10.82,16.83
T066R14W5,2019-07-15,8.62,16.35
T066R14W5,2019-07-16,10.75,17.62
T066R14W5,2019-07-17,9.68,18.45
T066R14W5,2019-07-18,6.08,9.65
T066R14W5,2019-07-19,6.83,14.15
T066R14W5,2019-07-20,8.78,15.84
T066R14W5,2019-07-21,12.21,19.19
T066R14W5,2019-07-22,12.11,22.84
T066R14W5,2019-07-23,12.71,22.09
T066R14W5,2019-07-24,8.64,16.71
T066R14W5,2019-07-25,6.31,14.96
T066R14W5,2019-07-26,10.43,19.70
T066R14W5,2019-07-27,8.65,16.05
T066R14W5,2019-07-28,8.92,15.14
T066R14W5,2019-07-29,9.66,17.24
T066R14W5,2019-07-30,9.11,14.32
T066R14W5,2019-07-31,9.45,15.92
T066R14W5,2019-08-01,9.62,16.97
T066R14W5,2019-08-02,10.10,17.32
T066R14W5,2019-08-03,7.64,13.32
T066R14W5,2019-08-04,8.67,18.48
T066R14W5,2019-08-05,11.38,18.84
T066R14W5,2019-08-06,8.15,12.64
T066R14W5,2019-08-07,7.80,16.45
T066R14W5,2019-08-08,6.58,14.58
T066R14W5,2019-08-09,3.39,6.61
T066R14W5,2019-08-10,3.21,10.24
T066R14W5,2019-08-11,7.42,13.26
T066R14W5,2019-08-12,7.34,12.10
T066R14W5,2019-08-13,7.43,16.48
T066R14W5,2019-08-14,10.71,18.10
T066R14W5,2019-08-15,8.99,15.21
T066R14W5,2019-08-16,4.00,9.00
T066R14W5,2019-08-17,2.03,8.64
T066R14W5,2019-08-18,2.66,5.21
T066R14W5,2019-08-19,3.96,11.10
T066R14W5,2019-08-20,6.80,19.09
T066R14W5,2019-08-21,8.93,21.98
T066R14W5,2019-08-22,6.90,11.54
T066R14W5,2019-08-23,5.70,13.34
T066R14W5,2019-08-24,8.57,14.00
T066R14W5,2019-08-25,5.73,11.35
T066R14W5,2019-08-26,3.63,10.69
T066R14W5,2019-08-27,6.68,12.97
T066R14W5,2019-08-28,4.02,9.94
T066R14W5,2019-08-29,5.69,12.31
T066R14W5,2019-08-30,6.92,12.54
T066R14W5,2019-08-31,7.06,14.75
T066R14W5,2019-09-01,7.06,11.27
T066R14W5,2019-09-02,5.59,14.06
T066R14W5,2019-09-03,10.15,19.55
T066R14W5,2019-09-04,8.06,15.48
T066R14W5,2019-09-05,6.70,14.97
T066R14W5,2019-09-06,8.46,13.82
T066R14W5,2019-09-07,8.32,16.64
T066R14W5,2019-09-08,4.87,8.16
T066R14W5,2019-09-09,4.49,6.09
T066R14W5,2019-09-10,3.68,5.84
T066R14W5,2019-09-11,3.77,7.26
T066R14W5,2019-09-12,5.97,17.13
T066R14W5,2019-09-13,8.28,14.28
T066R14W5,2019-09-14,7.96,13.88
T066R14W5,2019-09-15,6.45,10.70
T066R14W5,2019-09-16,3.48,9.60
T066R14W5,2019-09-17,4.59,12.53
T066R14W5,2019-09-18,5.42,10.82
T066R14W5,2019-09-19,4.92,12.06
T066R14W5,2019-09-20,4.91,9.52
T066R14W5,2019-09-21,5.77,16.69
T066R14W5,2019-09-22,5.56,12.50
T066R14W5,2019-09-23,1.57,6.69
T066R14W5,2019-09-24,2.17,8.68
T066R14W5,2019-09-25,2.00,5.98
T066R14W5,2019-09-26,-0.93,2.77
T066R14W5,2019-09-27,-5.49,-0.33
T066R14W5,2019-09-28,-5.24,-2.67
T066R14W5,2019-09-29,-7.16,0.03
T066R14W5,2019-09-30,-6.97,2.56
T066R14W5,2019-10-01,-3.80,4.71
T066R14W5,2019-10-02,3.29,12.19
T066R14W5,2019-10-03,1.92,11.58
T066R14W5,2019-10-04,1.73,5.30
T066R14W5,2019-10-05,1.01,5.63
T066R14W5,2019-10-06,0.41,9.88
T066R14W5,2019-10-07,-6.88,6.86
T066R14W5,2019-10-08,-9.87,-7.14
T066R14W5,2019-10-09,-10.59,-4.28
T066R14W5,2019-10-10,-7.15,1.58
T066R14W5,2019-10-11,-3.09,4.97
T066R14W5,2019-10-12,1.97,7.86
T066R14W5,2019-10-13,-0.26,3.42
T066R14W5,2019-10-14,-3.05,-0.98
T066R14W5,2019-10-15,-3.63,0.06
T066R14W5,2019-10-16,-0.03,9.69
T066R14W5,2019-10-17,1.56,8.35
T066R14W5,2019-10-18,-0.39,5.28
T066R14W5,2019-10-19,-3.67,-0.74
T066R14W5,2019-10-20,-4.15,0.29
T066R14W5,2019-10-21,-4.14,-1.85
T066R14W5,2019-10-22,-4.13,0.15
T066R14W5,2019-10-23,-5.93,0.13
T066R14W5,2019-10-24,-3.03,5.03
T066R14W5,2019-10-25,-4.01,1.40
T066R14W5,2019-10-26,-10.10,-4.48
T066R14W5,2019-10-27,-11.09,-4.92
T066R14W5,2019-10-28,-15.98,-12.13
T066R14W5,2019-10-29,-15.77,-3.96
T066R14W5,2019-10-30,-5.14,-1.20
T066R14W5,2019-10-31,-4.16,-2.25
T066R14W5,2019-11-01,-5.52,-1.58
T066R14W5,2019-11-02,-2.38,0.26
T066R14W5,2019-11-03,-5.83,-2.97
T066R14W5,2019-11-04,-5.85,-3.39
T066R14W5,2019-11-05,-17.32,-5.69
T066R14W5,2019-11-06,-16.80,-7.58
T066R14W5,2019-11-07,-8.58,1.35
T066R14W5,2019-11-08,-11.99,1.08
T066R14W5,2019-11-09,-18.70,-12.56
T066R14W5,2019-11-10,-21.14,-12.93
T066R14W5,2019-11-11,-12.83,-1.02
T066R14W5,2019-11-12,-4.15,-0.50
T066R14W5,2019-11-13,-1.61,0.75
T066R14W5,2019-11-14,-3.05,6.05
T066R14W5,2019-11-15,-1.30,5.10
T066R14W5,2019-11-16,-1.95,2.10
T066R14W5,2019-11-17,0.68,8.20
T066R14W5,2019-11-18,-1.91,1.73
T066R14W5,2019-11-19,-5.48,-1.68
T066R14W5,2019-11-20,-7.25,-0.76
T066R14W5,2019-11-21,-0.94,5.30
T066R14W5,2019-11-22,-1.47,4.79
T066R14W5,2019-11-23,-1.66,4.02
T066R14W5,2019-11-24,-4.22,-1.02
T066R14W5,2019-11-25,-9.34,-4.48
T066R14W5,2019-11-26,-16.81,-8.70
T066R14W5,2019-11-27,-18.44,-15.19
T066R14W5,2019-11-28,-18.16,-14.70
T066R14W5,2019-11-29,-15.87,-12.50
T066R14W5,2019-11-30,-14.05,-2.49
T066R14W5,2019-12-01,-6.59,-2.53
T066R14W5,2019-12-02,-7.54,-2.01
T066R14W5,2019-12-03,-5.07,-1.57
T066R14W5,2019-12-04,-9.40,-5.09
T066R14W5,2019-12-05,-10.43,-7.53
T066R14W5,2019-12-06,-8.13,-5.02
T066R14W5,2019-12-07,-15.12,-6.74
T066R14W5,2019-12-08,-15.20,-9.00
T066R14W5,2019-12-09,-13.31,-7.58
T066R14W5,2019-12-10,-15.15,-6.59
T066R14W5,2019-12-11,-16.55,-10.20
T066R14W5,2019-12-12,-15.83,-8.72
T066R14W5,2019-12-13,-18.38,-14.72
T066R14W5,2019-12-14,-14.10,-7.80
T066R14W5,2019-12-15,-11.98,-9.57
T066R14W5,2019-12-16,-12.02,-5.61
T066R14W5,2019-12-17,-5.90,0.55
T066R14W5,2019-12-18,-10.45,-2.59
T066R14W5,2019-12-19,-11.58,-2.94
T066R14W5,2019-12-20,-6.56,-2.31
T066R14W5,2019-12-21,-5.68,-2.19
T066R14W5,2019-12-22,-6.40,-2.33
T066R14W5,2019-12-23,-5.38,-3.09
T066R14W5,2019-12-24,-6.23,-2.55
T066R14W5,2019-12-25,-9.22,-5.23
T066R14W5,2019-12-26,-7.94,-0.07
T066R14W5,2019-12-27,-7.46,-3.38
T066R14W5,2019-12-28,-7.88,1.65
T066R14W5,2019-12-29,-1.32,1.22
T066R14W5,2019-12-30,-1.32,2.88
T066R14W5,2019-12-31,-2.41,1.35
T070R22W5,2011-01-01,-15.77,-1.55
T070R22W5,2011-01-02,-12.09,-2.18
T070R22W5,2011-01-03,-15.50,-1.04
T070R22W5,2011-01-04,-9.84,1.03
T070R22W5,2011-01-05,-5.48,0.66
T070R22W5,2011-01-06,-5.83,2.92
T070R22W5,2011-01-07,-8.41,-4.19
T070R22W5,2011-01-08,-17.14,-5.88
T070R22W5,2011-01-09,-19.44,-16.22
T070R22W5,2011-01-10,-22.82,-17.47
T070R22W5,2011-01-11,-29.79,-21.56
T070R22W5,2011-01-12,-24.96,-21.62
T070R22W5,2011-01-13,-29.95,-23.45
T070R22W5,2011-01-14,-30.25,-27.26
T070R22W5,2011-01-15,-28.63,-24.17
T070R22W5,2011-01-16,-26.49,-24.19
T070R22W5,2011-01-17,-26.39,-20.21
T070R22W5,2011-01-18,-25.46,-5.74
T070R22W5,2011-01-19,-14.58,-4.02
T070R22W5,2011-01-20,-12.40,3.54
T070R22W5,2011-01-21,-16.93,-1.19
T070R22W5,2011-01-22,-8.60,5.79
T070R22W5,2011-01-23,-7.35,4.87
T070R22W5,2011-01-24,-5.53,5.16
T070R22W5,2011-01-25,-8.12,6.26
T070R22W5,2011-01-26,0.32,5.83
T070R22W5,2011-01-27,0.39,7.32
T070R22W5,2011-01-28,-16.68,0.24
T070R22W5,2011-01-29,-21.41,-16.63
T070R22W5,2011-01-30,-30.41,-17.90
T070R22W5,2011-01-31,-32.02,-15.51
T070R22W5,2011-02-01,-21.74,-0.54
T070R22W5,2011-02-02,-7.35,7.85
T070R22W5,2011-02-03,-0.73,6.58
T070R22W5,2011-02-04,0.47,6.77
T070R22W5,2011-02-05,-13.20,1.18
T070R22W5,2011-02-06,-22.74,-9.78
T070R22W5,2011-02-07,-19.62,-9.62
T070R22W5,2011-02-08,-25.08,-11.51
T070R22W5,2011-02-09,-17.41,-0.25
T070R22W5,2011-02-10,-0.60,4.78
T070R22W5,2011-02-11,-2.85,6.93
T070R22W5,2011-02-12,-2.90,5.11
T070R22W5,2011-02-13,-0.84,3.03
T070R22W5,2011-02-14,-11.88,5.30
T070R22W5,2011-02-15,-22.72,-11.70
T070R22W5,2011-02-16,-28.16,-20.18
T070R22W5,2011-02-17,-25.37,-21.52
T070R22W5,2011-02-18,-29.88,-18.16
T070R22W5,2011-02-19,-28.79,-9.70
T070R22W5,2011-02-20,-20.03,-6.12
T070R22W5,2011-02-21,-14.19,-1.10
T070R22W5,2011-02-22,-18.71,-9.86
T070R22W5,2011-02-23,-24.51,-18.26
T070R22W5,2011-02-24,-31.14,-19.01
T070R22W5,2011-02-25,-25.51,-4.58
T070R22W5,2011-02-26,-7.27,-4.20
T070R22W5,2011-02-27,-23.14,-7.40
T070R22W5,2011-02-28,-30.87,-22.88
T070R22W5,2011-03-01,-34.99,-20.84
T070R22W5,2011-03-02,-29.69,-19.40
T070R22W5,2011-03-03,-22.99,-15.96
T070R22W5,2011-03-04,-19.26,-13.08
T070R22W5,2011-03-05,-19.91,-10.08
T070R22W5,2011-03-06,-22.75,-6.19
T070R22W5,2011-03-07,-18.90,-7.80
T070R22W5,2011-03-08,-27.67,-3.32
T070R22W5,2011-03-09,-15.60,-6.18
T070R22W5,2011-03-10,-23.65,-11.58
T070R22W5,2011-03-11,-26.38,-10.12
T070R22W5,2011-03-12,-17.46,-6.06
T070R22W5,2011-03-13,-14.34,-2.57
T070R22W5,2011-03-14,-7.63,0.11
T070R22W5,2011-03-15,-11.78,-2.06
T070R22W5,2011-03-16,-10.36,-2.66
T070R22W5,2011-03-17,-9.47,6.96
T070R22W5,2011-03-18,-7.12,8.82
T070R22W5,2011-03-19,-11.21,-0.93
T070R22W5,2011-03-20,-6.93,-1.13
T070R22W5,2011-03-21,-5.22,-0.23
T070R22W5,2011-03-22,-5.55,1.65
T070R22W5,2011-03-23,-8.41,1.81
T070R22W5,2011-03-24,-4.23,-0.10
T070R22W5,2011-03-25,-5.78,-2.01
T070R22W5,2011-03-26,-6.72,-2.07
T070R22W5,2011-03-27,-5.54,-0.40
T070R22W5,2011-03-28,-3.75,7.36
T070R22W5,2011-03-29,-6.38,11.15
T070R22W5,2011-03-30,-3.20,8.89
T070R22W5,2011-03-31,-3.11,7.91
T070R22W5,2011-04-01,-2.44,6.55
T070R22W5,2011-04-02,-7.24,6.61
T070R22W5,2011-04-03,-8.63,10.42
T070R22W5,2011-04-04,-2.49,6.95
T070R22W5,2011-04-05,-7.62,6.28
T070R22W5,2011-04-06,-6.11,5.60
T070R22W5,2011-04-07,-5.82,7.36
T070R22W5,2011-04-08,-5.80,9.08
T070R22W5,2011-04-09,-2.88,9.91
T070R22W5,2011-04-10,0.17,10.67
T070R22W5,2011-04-11,-1.01,7.09
T070R22W5,2011-04-12,-3.59,7.07
T070R22W5,2011-04-13,-3.90,5.37
T070R22W5,2011-04-14,-2.22,2.18
T070R22W5,2011-04-15,-3.60,1.84
T070R22W5,2011-04-16,-5.64,2.51
T070R22W5,2011-04-17,-7.32,5.19
T070R22W5,2011-04-18,-8.09,7.96
T070R22W5,2011-04-19,-6.49,6.54
T070R22W5,2011-04-20,-4.81,6.08
T070R22W5,2011-04-21,-5.40,8.33
T070R22W5,2011-04-22,-1.77,7.23
T070R22W5,2011-04-23,-0.01,10.86
T070R22W5,2011-04-24,-2.72,13.78
T070R22W5,2011-04-25,-1.85,15.17
T070R22W5,2011-04-26,3.00,14.65
T070R22W5,2011-04-27,1.66,13.17
T070R22W5,2011-04-28,-0.07,7.03
T070R22W5,2011-04-29,-1.34,11.56
T070R22W5,2011-04-30,-0.32,11.79
T070R22W5,2011-05-01,-0.67,14.38
T070R22W5,2011-05-02,5.07,17.17
T070R22W5,2011-05-03,4.59,12.58
T070R22W5,2011-05-04,2.72,14.45
T070R22W5,2011-05-05,3.23,14.01
T070R22W5,2011-05-06,3.46,15.25
T070R22W5,2011-05-07,1.38,14.77
T070R22W5,2011-05-08,3.74,14.77
T070R22W5,2011-05-09,3.12,18.62
T070R22W5,2011-05-10,5.13,19.25
T070R22W5,2011-05-11,8.12,22.91
T070R22W5,2011-05-12,4.67,16.92
T070R22W5,2011-05-13,2.80,16.43
T070R22W5,2011-05-14,8.28,22.03
T070R22W5,2011-05-15,11.16,19.68
T070R22W5,2011-05-16,7.27,24.26
T070R22W5,2011-05-17,7.57,20.64
T070R22W5,2011-05-18,2.22,19.74
T070R22W5,2011-05-19,8.89,19.52
T070R22W5,2011-05-20,7.04,20.10
T070R22W5,2011-05-21,9.81,21.19
T070R22W5,2011-05-22,7.06,21.32
T070R22W5,2011-05-23,5.40,10.60
T070R22W5,2011-05-24,4.42,14.60
T070R22W5,2011-05-25,7.00,13.63
T070R22W5,2011-05-26,6.71,16.03
T070R22W5,2011-05-27,8.87,20.89
T070R22W5,2011-05-28,6.53,18.78
T070R22W5,2011-05-29,1.42,19.75
T070R22W5,2011-05-30,2.28,18.80
T070R22W5,2011-05-31,6.51,19.71
T070R22W5,2011-06-01,4.03,21.74
T070R22W5,2011-06-02,4.82,23.37
T070R22W5,2011-06-03,-0.05,11.30
T070R22W5,2011-06-04,-0.76,13.34
T070R22W5,2011-06-05,6.91,15.65
T070R22W5,2011-06-06,3.75,18.66
T070R22W5,2011-06-07,4.95,18.50
T070R22W5,2011-06-08,4.99,17.39
T070R22W5,2011-06-09,5.39,24.19
T070R22W5,2011-06-10,9.99,19.17
T070R22W5,2011-06-11,6.11,19.60
T070R22W5,2011-06-12,8.23,20.96
T070R22W5,2011-06-13,8.20,21.67
T070R22W5,2011-06-14,10.15,18.54
T070R22W5,2011-06-15,8.06,12.00
T070R22W5,2011-06-16,10.02,13.50
T070R22W5,2011-06-17,10.70,16.85
T070R22W5,2011-06-18,6.48,13.65
T070R22W5,2011-06-19,11.01,18.93
T070R22W5,2011-06-20,11.76,18.12
T070R22W5,2011-06-21,8.48,22.38
T070R22W5,2011-06-22,9.04,24.88
T070R22W5,2011-06-23,12.05,22.50
T070R22W5,2011-06-24,8.98,11.82
T070R22W5,2011-06-25,7.54,12.01
T070R22W5,2011-06-26,10.09,20.08
T070R22W5,2011-06-27,9.94,21.04
T070R22W5,2011-06-28,9.89,21.55
T070R22W5,2011-06-29,10.34,20.88
T070R22W5,2011-06-30,7.25,18.19
T070R22W5,2011-07-01,6.22,18.13
T070R22W5,2011-07-02,6.14,21.65
T070R22W5,2011-07-03,9.92,18.11
T070R22W5,2011-07-04,6.62,19.74
T070R22W5,2011-07-05,8.03,23.13
T070R22W5,2011-07-06,8.57,22.21
T070R22W5,2011-07-07,11.64,21.25
T070R22W5,2011-07-08,11.86,14.16
T070R22W5,2011-07-09,9.10,16.72
T070R22W5,2011-07-10,11.45,16.69
T070R22W5,2011-07-11,12.01,18.95
T070R22W5,2011-07-12,11.87,21.57
T070R22W5,2011-07-13,10.32,20.61
T070R22W5,2011-07-14,12.95,20.46
T070R22W5,2011-07-15,8.55,15.68
T070R22W5,2011-07-16,11.56,21.73
T070R22W5,2011-07-17,11.73,24.79
T070R22W5,2011-07-18,12.54,24.11
T070R22W5,2011-07-19,9.36,21.03
T070R22W5,2011-07-20,9.24,19.77
T070R22W5,2011-07-21,8.35,15.69
T070R22W5,2011-07-22,7.05,14.35
T070R22W5,2011-07-23,9.78,17.85
T070R22W5,2011-07-24,9.91,23.19
T070R22W5,2011-07-25,10.61,24.71
T070R22W5,2011-07-26,10.50,21.57
T070R22W5,2011-07-27,10.63,20.20
T070R22W5,2011-07-28,10.10,19.93
T070R22W5,2011-07-29,8.64,18.78
T070R22W5,2011-07-30,7.95,21.80
T070R22W5,2011-07-31,10.70,20.60
T070R22W5,2011-08-01,8.27,19.77
T070R22W5,2011-08-02,6.15,22.75
T070R22W5,2011-08-03,11.18,22.78
T070R22W5,2011-08-04,8.64,25.03
T070R22W5,2011-08-05,10.39,26.96
T070R22W5,2011-08-06,9.79,17.83
T070R22W5,2011-08-07,9.88,19.99
T070R22W5,2011-08-08,9.57,24.94
T070R22W5,2011-08-09,10.71,25.56
T070R22W5,2011-08-10,9.72,23.55
T070R22W5,2011-08-11,9.68,25.48
T070R22W5,2011-08-12,9.95,23.91
T070R22W5,2011-08-13,8.65,23.08
T070R22W5,2011-08-14,9.53,18.00
T070R22W5,2011-08-15,5.15,17.68
T070R22W5,2011-08-16,5.00,18.94
T070R22W5,2011-08-17,5.32,18.76
T070R22W5,2011-08-18,5.91,17.79
T070R22W5,2011-08-19,5.14,17.69
T070R22W5,2011-08-20,10.76,25.26
T070R22W5,2011-08-21,11.59,25.92
T070R22W5,2011-08-22,12.13,22.82
T070R22W5,2011-08-23,8.05,20.10
T070R22W5,2011-08-24,7.77,23.03
T070R22W5,2011-08-25,4.34,18.91
T070R22W5,2011-08-26,5.40,22.58
T070R22W5,2011-08-27,10.33,21.53
T070R22W5,2011-08-28,8.78,23.21
T070R22W5,2011-08-29,9.90,20.01
T070R22W5,2011-08-30,6.50,16.82
T070R22W5,2011-08-31,4.65,15.49
T070R22W5,2011-09-01,1.74,15.99
T070R22W5,2011-09-02,6.69,14.13
T070R22W5,2011-09-03,5.01,20.34
T070R22W5,2011-09-04,7.97,24.00
T070R22W5,2011-09-05,8.61,24.56
T070R22W5,2011-09-06,9.63,25.27
T070R22W5,2011-09-07,10.23,28.18
T070R22W5,2011-09-08,11.01,29.36
T070R22W5,2011-09-09,11.59,28.04
T070R22W5,2011-09-10,9.12,23.17
T070R22W5,2011-09-11,5.32,15.04
T070R22W5,2011-09-12,1.79,18.01
T070R22W5,2011-09-13,2.61,14.72
T070R22W5,2011-09-14,2.41,18.00
T070R22W5,2011-09-15,5.88,20.35
T070R22W5,2011-09-16,9.06,12.31
T070R22W5,2011-09-17,5.02,15.21
T070R22W5,2011-09-18,0.03,13.10
T070R22W5,2011-09-19,2.07,15.92
T070R22W5,2011-09-20,0.82,18.37
T070R22W5,2011-09-21,5.86,24.11
T070R22W5,2011-09-22,8.84,18.55
T070R22W5,2011-09-23,10.14,26.38
T070R22W5,2011-09-24,5.83,16.98
T070R22W5,2011-09-25,6.13,19.04
T070R22W5,2011-09-26,5.22,15.67
T070R22W5,2011-09-27,3.67,19.46
T070R22W5,2011-09-28,3.20,13.20
T070R22W5,2011-09-29,-1.59,15.94
T070R22W5,2011-09-30,5.60,15.69
T070R22W5,2011-10-01,0.93,9.46
