Township,Date,Air Temp. Avg. (°C),Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Relative Humidity Avg. (%),Modelled Snow Water Equiv. (mm),Incoming Solar Rad. Total (MJ/m2),Wind Speed 10 m Avg. (km/h)
T070R22W5,2011-12-13,-2.295,-4.51,-0.08,2.42,474.07,82.32,21.76,0.81,6.79
T070R22W5,2011-12-14,-8.075,-13.24,-2.91,0.20,474.27,87.87,22.00,2.69,7.97
T070R22W5,2011-12-15,-11.055,-13.74,-8.37,0.00,474.27,88.84,22.00,2.04,9.17
T070R22W5,2011-12-16,-5.13,-9.16,-1.10,0.00,474.27,83.51,22.00,1.74,13.28
T070R22W5,2011-12-17,-0.18,-3.57,3.21,5.04,479.31,92.71,28.04,1.33,6.58
T070R22W5,2011-12-18,-5.03,-9.79,-0.27,0.60,479.91,93.49,28.76,3.24,6.97
T070R22W5,2011-12-19,-2.54,-9.66,4.58,0.10,480.01,79.04,28.88,0.80,19.68
T070R22W5,2011-12-20,1.105,-2.94,5.15,1.21,481.22,78.09,30.33,1.54,23.72
T070R22W5,2011-12-21,-4.995,-7.15,-2.84,0.00,481.22,84.41,30.33,2.26,12.63
T070R22W5,2011-12-22,-1.585,-6.07,2.90,0.71,481.93,71.09,31.18,2.22,11.31
T070R22W5,2011-12-23,0.355,-4.50,5.21,0.00,481.93,61.57,31.18,2.33,22.50
T070R22W5,2011-12-24,1.76,-0.33,3.85,0.00,481.93,66.31,31.18,2.66,11.23
T070R22W5,2011-12-25,2.6,0.20,5.00,0.00,481.93,64.33,31.18,1.92,15.66
T070R22W5,2011-12-26,-0.29,-3.36,2.78,0.00,481.93,67.76,31.18,2.75,13.52
T070R22W5,2011-12-27,-3.605,-9.08,1.87,0.00,481.93,57.50,31.18,2.74,18.67
T070R22W5,2011-12-28,-5.775,-9.06,-2.49,0.71,482.64,79.98,32.02,2.23,15.30
T070R22W5,2011-12-29,-1.885,-6.64,2.87,0.00,482.64,67.80,32.02,2.79,16.26
T070R22W5,2011-12-30,-5.955,-9.30,-2.61,0.30,482.94,84.80,32.38,1.79,0.61
T070R22W5,2011-12-31,-7.925,-11.48,-4.37,0.10,483.04,64.76,32.50,2.59,18.39
T070R22W5,2012-01-01,-10.14,-16.29,-3.99,0.10,483.14,55.67,32.62,2.46,22.51
T070R22W5,2012-01-02,-0.965,-4.55,2.62,0.00,483.14,66.42,32.62,1.39,23.22
T070R22W5,2012-01-03,0.25,-2.15,2.65,1.31,484.45,87.27,34.18,1.04,13.47
T070R22W5,2012-01-04,4.08,0.74,7.42,1.31,485.76,85.11,35.48,1.80,17.47
T070R22W5,2012-01-05,1.375,-1.30,4.05,0.80,486.56,66.14,36.44,3.09,26.22
T070R22W5,2012-01-06,-3.35,-6.97,0.27,0.00,486.56,63.17,36.44,2.99,16.38
T070R22W5,2012-01-07,-4.4,-9.70,0.90,0.10,486.66,72.79,36.55,2.15,19.19
T070R22W5,2012-01-08,3.575,-0.33,7.48,0.00,486.66,68.69,36.54,2.26,16.73
T070R22W5,2012-01-09,4.635,0.43,8.84,0.20,486.86,66.85,35.76,2.79,24.39
T070R22W5,2012-01-10,-7.675,-16.00,0.65,1.71,488.57,68.76,37.81,3.32,20.86
T070R22W5,2012-01-11,-8.885,-16.31,-1.46,0.10,488.67,68.05,37.92,2.65,19.07
T070R22W5,2012-01-12,-3.695,-8.35,0.96,0.00,488.67,68.82,37.91,1.25,18.41
T070R22W5,2012-01-13,-2.105,-6.09,1.88,0.00,488.67,59.13,37.90,3.29,21.48
T070R22W5,2012-01-14,-11.84,-19.64,-4.04,2.82,491.49,85.08,41.27,1.26,19.72
T070R22W5,2012-01-15,-22.21,-24.73,-19.69,0.60,492.09,74.05,41.99,2.62,14.87
T070R22W5,2012-01-16,-28.975,-33.30,-24.65,0.30,492.39,71.18,42.35,2.73,13.14
T070R22W5,2012-01-17,-34.345,-38.80,-29.89,0.50,492.89,68.54,42.95,3.86,10.05
T070R22W5,2012-01-18,-29.65,-36.36,-22.94,0.00,492.89,69.30,42.94,3.62,15.25
T070R22W5,2012-01-19,-24.17,-28.96,-19.38,0.00,492.89,75.49,42.94,4.16,10.78
T070R22W5,2012-01-20,-23.275,-29.07,-17.48,0.00,492.89,78.17,42.93,2.25,8.63
T070R22W5,2012-01-21,-16.035,-17.68,-14.39,2.41,495.30,81.42,45.82,2.53,12.24
T070R22W5,2012-01-22,-10.635,-18.01,-3.26,0.00,495.30,80.62,45.80,4.18,17.29
T070R22W5,2012-01-23,-2.31,-7.07,2.45,0.00,495.30,69.82,45.77,4.12,16.47
T070R22W5,2012-01-24,-3.26,-8.91,2.39,0.00,495.30,72.48,45.74,2.29,20.15
T070R22W5,2012-01-25,-0.815,-4.29,2.66,0.00,495.30,73.11,45.71,4.16,21.63
T070R22W5,2012-01-26,-6.6,-12.76,-0.44,0.10,495.40,68.67,45.80,3.51,21.97
T070R22W5,2012-01-27,-3.58,-7.80,0.64,0.30,495.70,69.38,46.13,2.94,19.69
T070R22W5,2012-01-28,-5.985,-8.99,-2.98,1.51,497.21,88.75,47.91,2.32,14.29
T070R22W5,2012-01-29,0.6,-3.21,4.41,4.73,501.94,96.02,53.54,3.72,15.62
T070R22W5,2012-01-30,1.765,-2.93,6.46,0.00,501.94,73.19,53.49,4.21,16.72
T070R22W5,2012-01-31,0.38,-5.52,6.28,0.00,501.94,67.62,53.44,4.22,13.59
T070R22W5,2012-02-01,-0.65,-5.48,4.18,0.10,502.04,71.09,53.51,4.45,13.94
T070R22W5,2012-02-02,-4.725,-10.48,1.03,0.00,502.04,73.84,53.47,3.17,19.58
T070R22W5,2012-02-03,2.03,-4.50,8.56,0.00,502.04,69.65,53.41,5.48,19.42
T070R22W5,2012-02-04,0.385,-4.43,5.20,0.00,502.04,80.77,53.35,5.66,10.83
T070R22W5,2012-02-05,-4.78,-9.44,-0.12,0.00,502.04,89.36,53.30,3.75,9.76
T070R22W5,2012-02-06,-7.19,-13.10,-1.28,0.10,502.14,72.27,53.38,6.50,12.60
T070R22W5,2012-02-07,-7.53,-13.56,-1.50,0.00,502.14,72.54,53.33,6.53,15.22
T070R22W5,2012-02-08,-9.755,-16.32,-3.19,0.00,502.14,80.75,53.28,6.51,11.09
T070R22W5,2012-02-09,-11.395,-18.75,-4.04,0.00,502.14,83.11,53.24,6.43,6.53
T070R22W5,2012-02-10,-11.18,-17.07,-5.29,0.10,502.24,60.47,53.32,7.50,20.30
T070R22W5,2012-02-11,-11.83,-18.61,-5.05,0.00,502.24,70.72,53.27,6.94,17.66
T070R22W5,2012-02-12,-1.11,-9.86,7.64,0.00,502.24,70.82,53.19,7.03,15.97
T070R22W5,2012-02-13,-3.425,-7.78,0.93,2.31,504.55,76.20,55.89,3.35,13.24
T070R22W5,2012-02-14,-5.745,-11.91,0.42,0.00,504.55,65.34,55.82,6.24,13.74
T070R22W5,2012-02-15,-5.335,-12.71,2.04,0.10,504.65,63.15,55.87,7.63,14.30
T070R22W5,2012-02-16,-5.955,-13.52,1.61,0.00,504.65,68.36,55.79,6.36,14.17
T070R22W5,2012-02-17,-2.83,-9.32,3.66,0.00,504.65,69.08,55.71,8.15,12.49
T070R22W5,2012-02-18,-6.9,-12.12,-1.68,0.00,504.65,81.82,55.63,6.16,7.54
T070R22W5,2012-02-19,-5.255,-10.72,0.21,0.40,505.05,85.01,56.03,4.35,12.96
T070R22W5,2012-02-20,-6.055,-12.70,0.59,0.10,505.15,78.66,56.07,8.18,12.28
T070R22W5,2012-02-21,0.15,-5.05,5.35,1.00,506.15,65.78,57.16,7.60,21.89
T070R22W5,2012-02-22,-0.27,-3.95,3.41,4.61,510.76,82.70,62.58,7.86,16.76
T070R22W5,2012-02-23,-3.41,-7.02,0.20,3.41,514.17,89.98,66.57,5.26,13.12
T070R22W5,2012-02-24,-7.135,-11.06,-3.21,0.40,514.57,87.92,66.97,5.74,14.25
T070R22W5,2012-02-25,-10.785,-13.09,-8.48,3.11,517.68,88.41,70.62,5.68,17.44
T070R22W5,2012-02-26,-14.25,-18.08,-10.42,1.20,518.88,83.01,72.00,9.67,12.01
T070R22W5,2012-02-27,-10.12,-18.30,-1.94,0.00,518.88,70.33,71.92,8.54,18.39
T070R22W5,2012-02-28,-4.94,-11.18,1.30,0.00,518.88,64.63,71.80,10.20,11.71
T070R22W5,2012-02-29,-10.315,-13.59,-7.04,0.00,518.88,79.54,71.72,7.54,13.02
T070R22W5,2012-03-01,-10.925,-16.48,-5.37,0.70,519.58,81.52,72.47,9.00,7.71
T070R22W5,2012-03-02,-8.235,-19.17,2.70,0.00,519.58,85.80,72.37,7.00,16.72
T070R22W5,2012-03-03,-0.9,-5.73,3.93,1.91,521.49,81.55,74.51,7.83,15.72
T070R22W5,2012-03-04,-2.005,-5.52,1.51,0.10,521.59,66.24,74.48,6.75,12.99
T070R22W5,2012-03-05,-8.14,-13.64,-2.64,1.20,522.79,90.44,75.82,5.94,17.25
T070R22W5,2012-03-06,-9.345,-16.83,-1.86,0.10,522.89,72.54,75.83,10.56,14.01
T070R22W5,2012-03-07,-1.61,-8.79,5.57,0.00,522.89,63.12,75.67,11.57,16.14
T070R22W5,2012-03-08,1.115,-4.36,6.59,0.90,523.79,82.13,76.58,6.68,12.59
T070R22W5,2012-03-09,5.75,2.10,9.40,0.00,523.79,64.59,76.36,9.21,21.61
T070R22W5,2012-03-10,0.08,-4.13,4.29,0.20,523.99,66.20,76.42,9.12,12.51
T070R22W5,2012-03-11,0.735,-3.77,5.24,0.10,524.09,77.34,75.96,7.45,12.14
T070R22W5,2012-03-12,0.1,-6.01,6.21,0.10,524.19,59.27,71.33,10.60,13.43
T070R22W5,2012-03-13,-6.5,-11.83,-1.17,1.10,525.29,82.13,72.51,7.35,13.89
T070R22W5,2012-03-14,-5.865,-16.96,5.23,0.00,525.29,65.06,72.36,13.50,10.12
T070R22W5,2012-03-15,-1.13,-8.43,6.17,0.00,525.29,56.14,68.05,9.00,19.55
T070R22W5,2012-03-16,2.695,-2.48,7.87,0.00,525.29,61.47,60.34,10.08,13.66
T070R22W5,2012-03-17,-2.75,-7.67,2.17,0.60,525.89,82.46,60.24,8.64,14.40
T070R22W5,2012-03-18,-5.18,-10.97,0.61,0.30,526.19,81.21,60.43,11.58,15.80
T070R22W5,2012-03-19,-7.895,-13.75,-2.04,0.20,526.39,80.97,60.52,13.52,11.01
T070R22W5,2012-03-20,-8.11,-10.45,-5.77,0.50,526.89,87.50,60.97,9.03,9.93
T070R22W5,2012-03-21,-5.995,-14.32,2.33,0.10,526.99,78.02,60.91,14.84,7.27
T070R22W5,2012-03-22,-8.325,-12.75,-3.90,2.01,529.00,90.47,63.16,8.24,13.22
T070R22W5,2012-03-23,-5.0,-10.03,0.03,0.30,529.30,86.88,63.33,13.91,7.14
T070R22W5,2012-03-24,-3.34,-14.73,8.05,0.10,529.40,69.91,63.24,15.12,7.54
T070R22W5,2012-03-25,0.41,-10.12,10.94,0.00,529.40,60.76,52.88,15.64,10.95
T070R22W5,2012-03-26,-1.16,-8.28,5.96,0.00,529.40,65.89,46.29,16.34,10.58
T070R22W5,2012-03-27,1.49,-4.76,7.74,0.00,529.40,62.81,36.87,15.42,18.70
T070R22W5,2012-03-28,4.025,-0.45,8.50,0.90,530.30,78.10,25.28,14.88,21.35
T070R22W5,2012-03-29,5.58,-0.31,11.47,0.20,530.50,72.17,10.13,16.03,13.90
T070R22W5,2012-03-30,3.46,-1.54,8.46,0.10,530.60,68.16,0.00,13.36,12.51
T070R22W5,2012-03-31,2.5,-2.83,7.83,0.10,530.70,50.29,0.00,17.71,11.33
T070R22W5,2012-04-01,1.595,-2.77,5.96,0.00,530.70,69.42,0.00,12.69,12.54
T070R22W5,2012-04-02,3.825,-3.53,11.18,0.00,530.70,54.36,0.00,17.95,15.90
T070R22W5,2012-04-03,8.955,2.18,15.73,0.00,530.70,43.08,0.00,13.01,16.94
T070R22W5,2012-04-04,3.305,-1.17,7.78,0.00,530.70,47.16,0.00,16.07,18.08
T070R22W5,2012-04-05,-1.175,-3.74,1.39,4.11,534.81,83.64,4.66,6.32,14.21
T070R22W5,2012-04-06,0.78,-4.17,5.73,0.51,535.32,63.47,1.45,17.28,17.42
T070R22W5,2012-04-07,2.605,-4.05,9.26,0.00,535.32,57.04,0.00,16.74,11.49
T070R22W5,2012-04-08,2.065,-4.07,8.20,0.00,535.32,50.47,0.00,19.81,7.03
T070R22W5,2012-04-09,3.06,-4.72,10.84,0.00,535.32,50.97,0.00,20.14,11.29
T070R22W5,2012-04-10,4.88,-2.00,11.76,0.00,535.32,50.07,0.00,18.05,17.80
T070R22W5,2012-04-11,7.255,0.02,14.49,0.00,535.32,48.18,0.00,14.39,13.31
T070R22W5,2012-04-12,6.07,-0.08,12.22,0.21,535.53,58.61,0.00,12.43,12.33
T070R22W5,2012-04-13,0.65,-1.96,3.26,12.64,548.17,99.14,14.84,2.97,13.22
T070R22W5,2012-04-14,-3.92,-5.88,-1.96,5.65,553.82,94.21,21.35,12.37,22.64
T070R22W5,2012-04-15,-4.15,-10.00,1.70,1.13,554.95,83.91,22.43,16.20,7.95
T070R22W5,2012-04-16,-1.695,-6.95,3.56,0.00,554.95,81.25,22.12,18.50,12.56
T070R22W5,2012-04-17,-0.24,-6.11,5.63,0.00,554.95,64.12,21.79,21.02,7.12
T070R22W5,2012-04-18,4.005,-2.65,10.66,0.00,554.95,61.29,7.75,20.20,14.85
T070R22W5,2012-04-19,6.53,-0.88,13.94,0.00,554.95,64.33,0.00,21.78,12.24
T070R22W5,2012-04-20,7.525,3.24,11.81,0.00,554.95,54.61,0.00,19.73,23.94
T070R22W5,2012-04-21,7.505,1.85,13.16,0.00,554.95,35.20,0.00,22.66,16.79
T070R22W5,2012-04-22,6.345,-0.92,13.61,0.00,554.95,45.74,0.00,15.45,9.73
T070R22W5,2012-04-23,7.81,3.92,11.70,5.65,560.60,85.86,0.00,10.01,9.93
T070R22W5,2012-04-24,7.925,3.45,12.40,0.10,560.70,80.15,0.00,14.29,8.31
T070R22W5,2012-04-25,4.765,2.34,7.19,4.11,564.81,89.86,0.00,5.56,16.21
T070R22W5,2012-04-26,4.32,2.74,5.90,0.93,565.74,83.55,0.00,6.00,18.80
T070R22W5,2012-04-27,7.71,2.85,12.57,0.51,566.25,59.56,0.00,19.32,20.80
T070R22W5,2012-04-28,8.195,-0.71,17.10,0.00,566.25,47.64,0.00,21.43,13.66
T070R22W5,2012-04-29,9.345,3.29,15.40,0.00,566.25,53.86,0.00,20.44,15.07
T070R22W5,2012-04-30,7.94,0.97,14.91,0.00,566.25,50.87,0.00,18.13,12.43
T070R22W5,2012-05-01,7.29,5.22,9.36,7.93,574.18,87.16,0.00,6.96,11.76
T070R22W5,2012-05-02,8.205,4.15,12.26,0.31,574.49,73.43,0.00,15.58,7.70
T070R22W5,2012-05-03,7.285,2.30,12.27,0.00,574.49,68.01,0.00,16.76,18.68
T070R22W5,2012-05-04,9.84,4.66,15.02,0.00,574.49,58.02,0.00,20.29,16.04
T070R22W5,2012-05-05,6.765,0.37,13.16,0.00,574.49,44.19,0.00,23.56,18.67
T070R22W5,2012-05-06,8.475,1.12,15.83,0.00,574.49,42.80,0.00,25.65,14.47
T070R22W5,2012-05-07,12.91,5.57,20.25,0.00,574.49,43.21,0.00,21.63,9.55
T070R22W5,2012-05-08,13.825,5.45,22.20,0.00,574.49,47.97,0.00,17.49,15.85
T070R22W5,2012-05-09,6.74,2.22,11.26,0.61,575.10,44.98,0.00,23.23,24.10
T070R22W5,2012-05-10,5.26,0.51,10.01,0.00,575.10,40.14,0.00,20.09,31.26
T070R22W5,2012-05-11,8.95,3.18,14.72,0.00,575.10,35.35,0.00,25.83,27.42
T070R22W5,2012-05-12,11.18,1.68,20.68,0.00,575.10,34.81,0.00,24.84,21.94
T070R22W5,2012-05-13,12.565,3.45,21.68,0.00,575.10,27.88,0.00,25.44,19.20
T070R22W5,2012-05-14,10.915,3.59,18.24,0.00,575.10,29.98,0.00,26.10,11.55
T070R22W5,2012-05-15,13.695,7.19,20.20,0.00,575.10,34.45,0.00,17.02,14.23
T070R22W5,2012-05-16,8.835,2.89,14.78,0.00,575.10,36.75,0.00,16.71,16.05
T070R22W5,2012-05-17,3.39,-3.91,10.69,0.00,575.10,43.49,0.00,21.41,11.51
T070R22W5,2012-05-18,2.635,-4.98,10.25,0.00,575.10,64.19,0.00,19.22,11.78
T070R22W5,2012-05-19,6.19,-1.11,13.49,0.00,575.10,48.50,0.00,26.05,14.37
T070R22W5,2012-05-20,9.61,-0.24,19.46,0.00,575.10,35.42,0.00,27.91,9.73
T070R22W5,2012-05-21,14.265,7.88,20.65,0.00,575.10,41.15,0.00,15.61,14.17
T070R22W5,2012-05-22,10.75,6.90,14.60,24.52,599.62,85.22,0.00,4.05,14.58
T070R22W5,2012-05-23,6.77,5.33,8.21,13.94,613.56,91.51,0.00,9.57,8.08
T070R22W5,2012-05-24,8.575,2.49,14.66,4.07,617.63,85.14,0.00,18.38,8.81
T070R22W5,2012-05-25,9.535,1.57,17.50,0.51,618.14,67.40,0.00,18.82,8.74
T070R22W5,2012-05-26,12.555,3.73,21.38,0.00,618.14,49.34,0.00,28.92,20.50
T070R22W5,2012-05-27,14.875,7.98,21.77,0.00,618.14,33.33,0.00,29.65,22.52
T070R22W5,2012-05-28,13.255,4.89,21.62,0.00,618.14,38.83,0.00,29.19,18.62
T070R22W5,2012-05-29,13.815,6.96,20.67,0.92,619.06,59.86,0.00,21.75,16.34
T070R22W5,2012-05-30,11.97,6.06,17.88,0.00,619.06,60.09,0.00,14.83,13.08
T070R22W5,2012-05-31,12.025,4.31,19.74,0.10,619.16,50.59,0.00,26.64,17.93
T070R22W5,2012-06-01,12.32,4.83,19.81,0.00,619.16,54.56,0.00,22.89,8.38
T070R22W5,2012-06-02,12.565,7.63,17.50,0.10,619.26,54.35,0.00,23.38,17.23
T070R22W5,2012-06-03,12.385,5.64,19.13,0.00,619.26,39.91,0.00,29.52,14.16
T070R22W5,2012-06-04,13.545,5.51,21.58,0.00,619.26,49.57,0.00,21.08,13.50
T070R22W5,2012-06-05,12.76,10.53,14.99,27.99,647.25,86.74,0.00,2.38,12.88
T070R22W5,2012-06-06,12.505,10.04,14.97,23.68,670.93,95.65,0.00,2.56,15.13
T070R22W5,2012-06-07,12.55,6.72,18.38,0.10,671.03,69.46,0.00,21.33,11.94
T070R22W5,2012-06-08,13.625,8.01,19.24,1.91,672.94,73.70,0.00,18.91,12.46
T070R22W5,2012-06-09,14.11,9.05,19.17,7.73,680.67,82.28,0.00,13.33,13.43
T070R22W5,2012-06-10,13.875,10.67,17.08,0.10,680.77,82.39,0.00,11.10,13.33
T070R22W5,2012-06-11,17.01,10.77,23.25,0.10,680.87,67.41,0.00,24.14,14.03
T070R22W5,2012-06-12,15.44,10.61,20.27,0.00,680.87,66.67,0.00,20.05,12.02
T070R22W5,2012-06-13,14.67,9.18,20.16,0.00,680.87,67.37,0.00,17.79,13.38
T070R22W5,2012-06-14,11.235,5.64,16.83,0.00,680.87,59.79,0.00,25.65,12.67
T070R22W5,2012-06-15,12.825,7.50,18.15,0.00,680.87,54.54,0.00,24.73,12.09
T070R22W5,2012-06-16,13.775,7.72,19.83,0.30,681.17,68.82,0.00,16.16,15.26
T070R22W5,2012-06-17,13.27,8.75,17.79,1.50,682.67,71.49,0.00,21.28,17.55
T070R22W5,2012-06-18,12.12,9.32,14.92,9.53,692.20,91.86,0.00,10.57,13.54
T070R22W5,2012-06-19,13.725,9.57,17.88,10.94,703.14,83.80,0.00,19.27,11.52
T070R22W5,2012-06-20,14.355,7.52,21.19,0.00,703.14,69.93,0.00,24.96,7.09
T070R22W5,2012-06-21,16.135,8.39,23.88,0.10,703.24,62.29,0.00,28.21,10.36
T070R22W5,2012-06-22,17.55,10.53,24.57,0.00,703.24,61.55,0.00,24.91,10.58
T070R22W5,2012-06-23,17.38,10.18,24.58,0.00,703.24,64.64,0.00,20.46,8.93
T070R22W5,2012-06-24,16.335,11.81,20.86,4.62,707.86,74.17,0.00,13.34,14.54
T070R22W5,2012-06-25,16.295,9.46,23.13,0.10,707.96,62.54,0.00,27.74,11.27
T070R22W5,2012-06-26,15.51,8.69,22.33,0.00,707.96,50.39,0.00,30.01,16.14
T070R22W5,2012-06-27,14.985,10.86,19.11,0.00,707.96,51.62,0.00,22.50,26.42
T070R22W5,2012-06-28,15.46,8.23,22.69,0.00,707.96,53.43,0.00,28.27,13.35
T070R22W5,2012-06-29,17.055,12.19,21.92,0.10,708.06,62.63,0.00,19.48,9.55
T070R22W5,2012-06-30,15.995,8.90,23.09,2.21,710.27,74.71,0.00,19.23,9.16
T070R22W5,2012-07-01,15.82,10.43,21.21,3.56,713.83,70.57,0.00,23.56,9.82
T070R22W5,2012-07-02,14.2,8.45,19.95,0.10,713.93,70.86,0.00,23.94,7.46
T070R22W5,2012-07-03,12.65,7.68,17.62,6.10,720.03,87.30,0.00,10.50,11.34
T070R22W5,2012-07-04,14.85,10.56,19.14,6.51,726.54,81.01,0.00,18.95,23.69
T070R22W5,2012-07-05,14.61,8.54,20.68,0.00,726.54,61.73,0.00,26.29,11.15
T070R22W5,2012-07-06,14.79,6.43,23.15,0.00,726.54,62.42,0.00,29.60,10.78
T070R22W5,2012-07-07,18.065,8.62,27.51,0.00,726.54,63.35,0.00,28.00,10.26
T070R22W5,2012-07-08,20.8,11.58,30.02,0.00,726.54,63.83,0.00,27.54,7.90
T070R22W5,2012-07-09,22.83,13.64,32.02,0.00,726.54,61.25,0.00,27.63,8.62
T070R22W5,2012-07-10,21.475,14.80,28.15,0.00,726.54,49.67,0.00,27.18,15.82
T070R22W5,2012-07-11,19.595,11.42,27.77,0.00,726.54,49.73,0.00,27.94,10.13
T070R22W5,2012-07-12,18.94,12.02,25.86,0.00,726.54,48.22,0.00,27.44,12.97
T070R22W5,2012-07-13,17.775,8.88,26.67,0.00,726.54,57.81,0.00,26.15,9.89
T070R22W5,2012-07-14,20.6,11.60,29.60,0.00,726.54,66.57,0.00,25.18,11.75
T070R22W5,2012-07-15,16.725,14.08,19.37,11.60,738.14,91.92,0.00,8.55,12.06
T070R22W5,2012-07-16,18.16,11.53,24.79,0.20,738.34,78.52,0.00,24.85,13.65
T070R22W5,2012-07-17,21.765,14.27,29.26,0.00,738.34,77.23,0.00,17.37,14.07
T070R22W5,2012-07-18,16.155,11.06,21.25,0.10,738.44,80.04,0.00,17.77,13.84
T070R22W5,2012-07-19,15.385,8.53,22.24,0.10,738.54,73.17,0.00,22.57,9.95
T070R22W5,2012-07-20,18.01,8.86,27.16,0.00,738.54,69.49,0.00,25.88,13.66
T070R22W5,2012-07-21,17.56,14.91,20.21,1.22,739.76,86.02,0.00,8.40,10.46
T070R22W5,2012-07-22,19.19,10.94,27.44,0.20,739.96,67.52,0.00,26.82,8.22
T070R22W5,2012-07-23,14.93,11.69,18.17,17.39,757.35,91.68,0.00,5.27,8.87
T070R22W5,2012-07-24,17.22,12.52,21.92,18.61,775.96,89.95,0.00,12.61,9.55
T070R22W5,2012-07-25,19.415,12.55,26.28,0.10,776.06,76.47,0.00,24.32,8.45
T070R22W5,2012-07-26,18.86,11.52,26.20,0.00,776.06,77.13,0.00,25.34,8.60
T070R22W5,2012-07-27,19.13,12.63,25.63,0.00,776.06,78.53,0.00,20.82,9.77
T070R22W5,2012-07-28,18.24,11.18,25.30,8.34,784.40,79.77,0.00,19.63,8.57
T070R22W5,2012-07-29,18.895,12.46,25.33,0.00,784.40,68.41,0.00,24.92,9.31
T070R22W5,2012-07-30,18.33,11.71,24.95,0.10,784.50,77.08,0.00,18.93,9.35
T070R22W5,2012-07-31,16.62,10.92,22.32,0.00,784.50,61.01,0.00,25.39,15.72
T070R22W5,2012-08-01,14.345,6.49,22.20,1.15,785.65,77.61,0.00,15.54,12.02
T070R22W5,2012-08-02,12.61,7.36,17.86,0.31,785.96,79.52,0.00,16.88,12.52
T070R22W5,2012-08-03,15.785,9.60,21.97,0.00,785.96,74.13,0.00,17.29,11.73
T070R22W5,2012-08-04,18.835,11.32,26.35,2.61,788.57,72.52,0.00,21.83,14.05
T070R22W5,2012-08-05,17.52,9.56,25.48,0.31,788.88,72.59,0.00,23.90,8.77
T070R22W5,2012-08-06,21.365,12.35,30.38,0.00,788.88,64.08,0.00,23.99,8.98
T070R22W5,2012-08-07,19.955,11.52,28.39,0.00,788.88,69.92,0.00,23.54,7.74
T070R22W5,2012-08-08,20.885,12.99,28.78,0.00,788.88,73.58,0.00,18.10,12.62
T070R22W5,2012-08-09,17.575,12.16,22.99,0.00,788.88,55.63,0.00,22.49,18.67
T070R22W5,2012-08-10,14.795,7.11,22.48,0.10,788.98,55.73,0.00,20.92,11.89
T070R22W5,2012-08-11,13.84,7.12,20.56,0.00,788.98,57.72,0.00,24.36,8.46
T070R22W5,2012-08-12,15.215,5.81,24.62,0.00,788.98,66.60,0.00,22.54,10.18
T070R22W5,2012-08-13,16.875,10.64,23.11,2.93,791.91,74.92,0.00,13.26,14.02
T070R22W5,2012-08-14,11.24,7.05,15.43,5.64,797.55,88.17,0.00,8.63,13.28
T070R22W5,2012-08-15,11.97,3.17,20.77,0.21,797.76,75.35,0.00,22.23,9.41
T070R22W5,2012-08-16,16.01,7.02,25.00,0.00,797.76,67.33,0.00,22.15,11.31
T070R22W5,2012-08-17,18.595,9.02,28.17,0.00,797.76,65.91,0.00,22.12,9.70
T070R22W5,2012-08-18,21.27,12.02,30.52,0.00,797.76,60.07,0.00,22.46,15.49
T070R22W5,2012-08-19,20.695,12.78,28.61,0.00,797.76,65.55,0.00,20.34,8.24
T070R22W5,2012-08-20,20.255,10.81,29.70,0.00,797.76,65.17,0.00,19.95,10.42
T070R22W5,2012-08-21,19.16,11.85,26.47,0.00,797.76,70.42,0.00,15.90,9.22
T070R22W5,2012-08-22,16.695,9.68,23.71,0.00,797.76,76.04,0.00,18.07,12.02
T070R22W5,2012-08-23,13.435,6.94,19.93,0.21,797.97,69.95,0.00,13.86,12.22
T070R22W5,2012-08-24,11.3,4.50,18.10,0.10,798.07,62.15,0.00,18.85,17.70
T070R22W5,2012-08-25,14.735,9.42,20.05,0.00,798.07,72.88,0.00,12.69,14.28
T070R22W5,2012-08-26,14.665,5.42,23.91,0.00,798.07,70.55,0.00,20.59,11.62
T070R22W5,2012-08-27,18.015,8.13,27.90,0.00,798.07,66.70,0.00,17.45,8.63
T070R22W5,2012-08-28,16.84,8.92,24.76,0.00,798.07,57.93,0.00,16.11,10.27
T070R22W5,2012-08-29,13.125,5.84,20.41,0.10,798.17,54.59,0.00,18.46,19.28
T070R22W5,2012-08-30,9.495,3.58,15.41,0.00,798.17,70.92,0.00,15.70,10.72
T070R22W5,2012-08-31,10.425,3.45,17.40,0.00,798.17,76.68,0.00,13.60,6.85
T070R22W5,2012-09-01,9.495,4.44,14.55,5.64,803.81,89.79,0.00,6.41,9.62
T070R22W5,2012-09-02,14.21,9.01,19.41,3.93,807.74,69.97,0.00,11.58,21.21
T070R22W5,2012-09-03,12.65,7.81,17.49,0.00,807.74,52.65,0.00,17.44,22.52
T070R22W5,2012-09-04,12.555,5.83,19.28,0.00,807.74,61.47,0.00,16.56,15.19
T070R22W5,2012-09-05,14.355,8.97,19.74,2.21,809.95,66.39,0.00,17.29,12.95
T070R22W5,2012-09-06,14.275,5.20,23.35,0.00,809.95,66.70,0.00,18.83,14.02
T070R22W5,2012-09-07,14.205,7.85,20.56,0.00,809.95,57.78,0.00,18.00,11.92
T070R22W5,2012-09-08,17.3,7.44,27.16,0.70,810.65,63.33,0.00,17.59,13.09
T070R22W5,2012-09-09,18.19,9.58,26.80,5.74,816.39,69.04,0.00,15.52,12.66
